data_as_of,start_week,end_week,state,county_name,urbanruralcode,fipsstate,fipscounty,fipscode,indicator,all_deaths_total,covid_19_deaths_total,non_hispanic_white,non_hispanic_black,non_hispanic_american_indian,non_hispanic_asian,non_hispanic_nhopi,hispanic,other,urbanruraldesc,footnote
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,FL,Sumter County,4,12,119,12119,Distribution of COVID-19 deaths (%),9262,721,0.899,0.037,,,,0.047,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,FL,Sumter County,4,12,119,12119,Distribution of population (%),9262,721,0.852,0.066,0.003,0.01,0.001,0.06,0.009,Small metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,FL,Volusia County,3,12,127,12127,Distribution of all-cause deaths (%),29350,2198,0.853,0.074,0.001,0.006,,0.063,0.004,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,FL,Volusia County,3,12,127,12127,Distribution of COVID-19 deaths (%),29350,2198,0.792,0.102,,0.01,,0.093,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,FL,Volusia County,3,12,127,12127,Distribution of population (%),29350,2198,0.701,0.105,0.003,0.019,0,0.155,0.018,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,FL,Walton County,4,12,131,12131,Distribution of all-cause deaths (%),2610,222,0.92,0.04,,0.007,,0.025,0.005,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,FL,Walton County,4,12,131,12131,Distribution of COVID-19 deaths (%),2610,222,0.869,0.045,,,,0.068,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,FL,Walton County,4,12,131,12131,Distribution of population (%),2610,222,0.841,0.051,0.006,0.012,0.001,0.064,0.024,Small metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Baldwin County,5,13,9,13009,Distribution of all-cause deaths (%),1739,224,0.635,0.353,,,,0.009,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Baldwin County,5,13,9,13009,Distribution of COVID-19 deaths (%),1739,224,0.594,0.388,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Baldwin County,5,13,9,13009,Distribution of population (%),1739,224,0.523,0.421,0.002,0.016,0.001,0.025,0.013,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Bartow County,2,13,15,13015,Distribution of all-cause deaths (%),3898,372,0.879,0.092,,0.004,,0.022,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Bartow County,2,13,15,13015,Distribution of COVID-19 deaths (%),3898,372,0.874,0.094,,,,,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Bartow County,2,13,15,13015,Distribution of population (%),3898,372,0.763,0.109,0.003,0.01,0.001,0.094,0.019,Large fringe metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Bibb County,4,13,21,13021,Distribution of all-cause deaths (%),11131,1230,0.536,0.444,,0.006,,0.011,0.003,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Bibb County,4,13,21,13021,Distribution of COVID-19 deaths (%),11131,1230,0.528,0.45,,,,0.016,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Bibb County,4,13,21,13021,Distribution of population (%),11131,1230,0.367,0.558,0.002,0.021,0.001,0.037,0.015,Small metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Bulloch County,5,13,31,13031,Distribution of all-cause deaths (%),2723,297,0.714,0.267,,,,0.014,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Bulloch County,5,13,31,13031,Distribution of COVID-19 deaths (%),2723,297,0.603,0.377,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Bulloch County,5,13,31,13031,Distribution of population (%),2723,297,0.63,0.291,0.002,0.013,0.001,0.045,0.018,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Carroll County,2,13,45,13045,Distribution of all-cause deaths (%),5266,681,0.838,0.142,,0.003,,0.015,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Carroll County,2,13,45,13045,Distribution of COVID-19 deaths (%),5266,681,0.828,0.137,,,,0.031,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Carroll County,2,13,45,13045,Distribution of population (%),5266,681,0.699,0.193,0.003,0.01,0,0.073,0.021,Large fringe metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Catoosa County,3,13,47,13047,Distribution of all-cause deaths (%),2188,127,0.966,0.023,,0.006,,0.005,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Catoosa County,3,13,47,13047,Distribution of COVID-19 deaths (%),2188,127,0.945,,,,,,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Catoosa County,3,13,47,13047,Distribution of population (%),2188,127,0.902,0.028,0.003,0.015,0.001,0.032,0.018,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Chatham County,3,13,51,13051,Distribution of all-cause deaths (%),14781,1538,0.62,0.344,,0.01,,0.023,0.002,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Chatham County,3,13,51,13051,Distribution of COVID-19 deaths (%),14781,1538,0.596,0.364,,0.01,,0.027,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Chatham County,3,13,51,13051,Distribution of population (%),14781,1538,0.475,0.405,0.002,0.03,0.001,0.067,0.02,Medium metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Cherokee County,2,13,57,13057,Distribution of all-cause deaths (%),5979,489,0.912,0.042,,0.009,,0.034,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Cherokee County,2,13,57,13057,Distribution of COVID-19 deaths (%),5979,489,0.922,0.035,,,,0.039,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Cherokee County,2,13,57,13057,Distribution of population (%),5979,489,0.774,0.072,0.002,0.021,0.001,0.111,0.019,Large fringe metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Clarke County,4,13,59,13059,Distribution of all-cause deaths (%),6606,815,0.72,0.246,,0.007,,0.024,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Clarke County,4,13,59,13059,Distribution of COVID-19 deaths (%),6606,815,0.712,0.239,,,,0.043,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Clarke County,4,13,59,13059,Distribution of population (%),6606,815,0.554,0.277,0.002,0.039,0,0.109,0.019,Small metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Clayton County,2,13,63,13063,Distribution of all-cause deaths (%),5275,423,0.271,0.646,,0.033,,0.045,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Clayton County,2,13,63,13063,Distribution of COVID-19 deaths (%),5275,423,0.225,0.676,,0.04,,0.059,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Clayton County,2,13,63,13063,Distribution of population (%),5275,423,0.086,0.709,0.002,0.049,0.001,0.133,0.02,Large fringe metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Cobb County,2,13,67,13067,Distribution of all-cause deaths (%),21716,2050,0.707,0.224,0.001,0.02,,0.045,0.003,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Cobb County,2,13,67,13067,Distribution of COVID-19 deaths (%),21716,2050,0.633,0.251,,0.022,,0.088,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Cobb County,2,13,67,13067,Distribution of population (%),21716,2050,0.507,0.278,0.002,0.056,0,0.134,0.023,Large fringe metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Coffee County,5,13,69,13069,Distribution of all-cause deaths (%),1642,276,0.747,0.224,,,,0.027,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Coffee County,5,13,69,13069,Distribution of COVID-19 deaths (%),1642,276,0.703,0.254,,,,0.043,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Coffee County,5,13,69,13069,Distribution of population (%),1642,276,0.57,0.285,0.003,0.008,0,0.121,0.013,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Colquitt County,5,13,71,13071,Distribution of all-cause deaths (%),2021,248,0.737,0.221,,,,0.041,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Colquitt County,5,13,71,13071,Distribution of COVID-19 deaths (%),2021,248,0.669,0.226,,,,0.101,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Colquitt County,5,13,71,13071,Distribution of population (%),2021,248,0.546,0.234,0.002,0.008,0,0.199,0.01,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Coweta County,2,13,77,13077,Distribution of all-cause deaths (%),4718,495,0.751,0.217,,0.006,,0.025,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Coweta County,2,13,77,13077,Distribution of COVID-19 deaths (%),4718,495,0.687,0.251,,,,0.057,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Coweta County,2,13,77,13077,Distribution of population (%),4718,495,0.702,0.182,0.002,0.022,0.001,0.073,0.018,Large fringe metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Crisp County,5,13,81,13081,Distribution of all-cause deaths (%),1186,160,0.6,0.387,,,,0.012,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Crisp County,5,13,81,13081,Distribution of COVID-19 deaths (%),1186,160,0.5,0.462,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Crisp County,5,13,81,13081,Distribution of population (%),1186,160,0.493,0.444,0.002,0.01,0,0.039,0.013,Micropolitan,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,DeKalb County,2,13,89,13089,Distribution of all-cause deaths (%),19566,1344,0.381,0.552,0.001,0.029,,0.033,0.004,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,DeKalb County,2,13,89,13089,Distribution of COVID-19 deaths (%),19566,1344,0.324,0.593,,0.033,,0.043,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,DeKalb County,2,13,89,13089,Distribution of population (%),19566,1344,0.294,0.535,0.001,0.065,0.001,0.084,0.019,Large fringe metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Dodge County,6,13,91,13091,Distribution of all-cause deaths (%),858,144,0.733,0.26,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Dodge County,6,13,91,13091,Distribution of COVID-19 deaths (%),858,144,0.66,0.34,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Dodge County,6,13,91,13091,Distribution of population (%),858,144,0.643,0.295,0.002,0.005,0,0.039,0.015,Noncore,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Dougherty County,4,13,95,13095,Distribution of all-cause deaths (%),5346,794,0.452,0.533,,0.004,,0.01,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Dougherty County,4,13,95,13095,Distribution of COVID-19 deaths (%),5346,794,0.399,0.587,,,,,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Dougherty County,4,13,95,13095,Distribution of population (%),5346,794,0.238,0.708,0.002,0.008,0.001,0.031,0.012,Small metro,
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Douglas County,2,13,97,13097,Distribution of all-cause deaths (%),2992,246,0.598,0.355,,0.01,,0.032,0.004,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Douglas County,2,13,97,13097,Distribution of COVID-19 deaths (%),2992,246,0.52,0.411,,,,0.053,,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
2023-06-21T00:00:00.000,2020-01-01T00:00:00.000,2023-06-17T00:00:00.000,GA,Douglas County,2,13,97,13097,Distribution of population (%),2992,246,0.358,0.494,0.003,0.016,0.001,0.106,0.023,Large fringe metro,
